Work Order Spare ID,Work Order ID,Work Order Spare Description,Estimated Quantity,Estimated Unit Cost,Actual Quantity,UOMID,Work Order Component ID
117,421,Oil Mobil DTE 10  Excel 32  / Масло,15.0000000,4.4515000,15.0000000,20,
118,424,Oil Mobil DTE 10  Excel 32  / Масло,7.0000000,4.4515000,7.0000000,20,
119,425,Oil Mobil DTE 10  Excel 32  / Масло,10.0000000,4.4515000,10.0000000,20,
120,426,Oil Mobil DTE 10  Excel 32  / Масло,15.0000000,4.4515000,15.0000000,20,
121,427,Oil Mobil DTE 10  Excel 32  / Масло,15.0000000,4.4515000,15.0000000,20,
122,428,Oil Mobil DTE 10  Excel 32  / Масло,10.0000000,4.4515000,10.0000000,20,
123,337,"Паронит кислостойкий Давление: 2.5 Мпа Температура: 250 С Толщина: 3 мм Размер: 2м х 1,25м",13.0000000,4.6259000,13.0000000,17,
124,495,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,876
125,495,"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",0.1000000,27.2847000,0.1000000,17,876
126,399,"Диск для болгарки Milwaukee SCS 41/150x6,4",10.0000000,2.1596000,10.0000000,2,442
127,509,Смазка пластичная универсальная WD-40 400 ml,2.0000000,6.7076000,2.0000000,2,
128,518,"ФУМ-лента 19мм*15м*0,20мм",2.0000000,1.2843000,2.0000000,2,
129,518,Смазка пластичная универсальная WD-40 400 ml,1.0000000,6.7076000,1.0000000,2,
131,531,Oil Mobil DTE 10  Excel 32  / Масло,10.0000000,4.4515000,20.0000000,20,665
132,532,Oil Mobil DTE 10  Excel 32  / Масло,12.0000000,4.4515000,23.0000000,20,666
133,582,"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",1.0000000,251.5460000,0.0000000,2,
134,582,"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",0.1000000,27.2847000,0.0000000,17,
135,583,Oil Nuto H 46 / Масло,1.5000000,3.2176000,0.0000000,20,644
136,584,Oil Mobil DTE 10  Excel 32  / Масло,10.0000000,4.4515000,0.0000000,20,647
137,587,Oil Mobil DTE 10  Excel 32  / Масло,9.0000000,4.4515000,0.0000000,20,650
138,571,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,661
139,589,Смазка пластичная универсальная WD-40 400 ml,0.5000000,6.7076000,0.5000000,2,664
140,571,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,661
141,571,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.5960000,38.0000000,2,661
142,571,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,661
143,571,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",2.0000000,358.0224000,2.0000000,2,661
144,571,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,661
145,530,Oil Mobil DTE 10  Excel 32  / Масло,30.0000000,4.4515000,30.0000000,20,667
146,592,Oil Mobil DTE 10  Excel 32  / Масло,3.0000000,4.4515000,3.0000000,20,672
147,597,Oil Mobil DTE 10  Excel 32  / Масло,2.0000000,4.4515000,0.0000000,20,
148,598,Oil Mobil DTE 10  Excel 32  / Масло,4.0000000,4.4515000,4.0000000,20,679
149,600,Oil Mobil DTE 10  Excel 32  / Масло,1.0000000,4.4515000,0.0000000,20,682
150,607,Смазка пластичная универсальная WD-40 400 ml,0.2000000,6.7076000,0.0000000,2,689
151,607,Смазка пластичная универсальная WD-40 400 ml,1.0000000,6.7076000,0.0000000,2,689
152,603,Смазка пластичная универсальная WD-40 400 ml,1.0000000,6.7076000,1.0000000,2,711
153,588,Смазка пластичная универсальная WD-40 400 ml,0.5000000,6.7076000,0.5000000,2,652
154,605,Смазка пластичная универсальная WD-40 400 ml,0.5000000,6.7076000,0.5000000,2,725
155,650,Oil Mobil DTE 10  Excel 32  / Масло,35.0000000,4.4515000,35.0000000,20,735
156,651,Oil Mobil DTE 10  Excel 32  / Масло,40.0000000,4.4515000,40.0000000,20,737
157,652,Oil Mobil DTE 10  Excel 32  / Масло,6.0000000,4.4515000,6.0000000,20,739
158,653,Смазка пластичная универсальная WD-40 400 ml,5.0000000,6.7076000,3.0000000,2,740
159,653,"ФУМ-лента 19мм*15м*0,20мм",2.0000000,1.2843000,2.0000000,2,740
160,653,Наждачная бумага от 0 мм до 20мм,1.0000000,4.7835000,1.0000000,10,740
161,656,Oil Mobil DTE 10  Excel 32  / Масло,20.0000000,4.4515000,20.0000000,20,743
162,669,Oil Mobil DTE 10  Excel 32  / Масло,25.0000000,4.4515000,25.0000000,20,758
163,670,Oil Mobil DTE 10  Excel 32  / Масло,35.0000000,4.4515000,35.0000000,20,760
164,678,Oil Mobil DTE 10  Excel 32  / Масло,25.0000000,4.4515000,25.0000000,20,771
165,706,Oil Mobil DTE 10  Excel 32  / Масло,9.0000000,4.4515000,9.0000000,20,799
166,707,Oil Mobil DTE 10  Excel 32  / Масло,7.0000000,4.4515000,7.0000000,20,801
167,729,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,850
168,429,Электроды сварочные УОНИ 13/55 д 4 мм,1.0000000,1.4871000,1.0000000,17,875
169,429,"Диск для болгарки Milwaukee SCS 41/150x6,4",1.0000000,2.1596000,1.0000000,2,875
170,495,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.5960000,38.0000000,2,876
171,495,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,876
172,495,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,876
173,495,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,876
174,495,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,876
175,786,Смазка пластичная универсальная WD-40 400 ml,0.2000000,6.7076000,0.0000000,2,
176,816,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.1314000,38.0000000,2,955
177,816,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,955
178,816,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,955
179,816,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,955
180,816,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,955
181,816,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,955
184,317,Аргон баллон 50л,1.0000000,246.4484000,1.0000000,2,803
185,317,"Абразивный отрезной круг Т41 d 125*1,0*22мм",2.0000000,0.5581000,2.0000000,2,803
186,317,Электроды сварочные УОНИ 13/55 д 4 мм,3.0000000,1.4871000,3.0000000,17,803
187,763,Наждачная бумага от 0 мм до 20мм,0.5000000,4.7835000,0.0000000,10,
188,805,Аргон баллон 50л,1.0000000,246.4484000,2.0000000,2,934
189,805,"Абразивный отрезной круг Т41 d 125*1,6*22мм",4.0000000,0.6000000,4.0000000,2,934
190,1944,Oil Mobil DTE 10  Excel 32  / Масло,6.0000000,4.4515000,6.0000000,20,2097
191,797,Электроды сварочные УОНИ 13/55 д 4 мм,5.0000000,1.4871000,5.0000000,17,924
192,124,"ФУМ-лента 19мм*15м*0,20мм",0.0000000,1.2843000,0.0000000,2,105
193,169,Filter regulator ASH25-FR-SR-MD-10-X1-L160-L145,1.0000000,0.0000000,0.0000000,2,
194,423,"ФУМ-лента 19мм*15м*0,20мм",1.0000000,1.2843000,0.0000000,2,
195,1937,Аргон баллон 50л,0.2000000,246.4484000,0.1000000,2,
196,1940,Oil Mobil DTE 10  Excel 32  / Масло,20.0000000,4.4515000,20.0000000,20,
197,74,Oil Mobil DTE 846 / Масло,20.0000000,4.9546000,0.0000000,20,2144
198,1955,"GASKET C.A.F THK.2 ММ. FOR 120-HF-101/201 Euro 21,76/Ea",1.0000000,21.1720000,0.0000000,2,
199,138,"Size: 3"" (Size: 80mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",12.0000000,7.7787000,0.0000000,2,131
200,138,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL300 Size 12,2.0000000,14.9276000,0.0000000,2,131
201,138,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",3.0000000,112.6971000,0.0000000,2,131
202,1957,"Калиброванные металлические пластины 0,4 мм",1.0000000,17.3618000,1.0000000,17,2172
203,1957,"Калиброванные металлические пластины 0,5 мм",1.0000000,17.3618000,1.0000000,17,2172
204,1957,"Калиброванные металлические пластины 0,7 мм",1.0000000,23.1491000,1.0000000,17,2172
205,1957,"Калиброванные металлические пластины 1,0 мм",2.0000000,23.1491000,2.0000000,17,2172
206,1957,"Калиброванные металлические пластины 2,0 мм",1.0000000,23.1491000,1.0000000,17,2172
207,1969,"Калиброванные металические пластины 0,2мм/Metal plates calibrated",1.0000000,22.4314000,1.0000000,17,2175
208,1969,"Калиброванные металические пластины 0,25мм/Metal plates calibrated",1.0000000,22.4314000,1.0000000,17,2175
209,138,"Metal Pipes (steel, circular section, suture, diameter not more than 168,3 mm), LT FT - GTL Cluster Tubes",173.0000000,9148.4832000,0.0000000,8,131
210,138,Смазка пластичная универсальная WD-40 400 ml,20.0000000,6.7076000,0.0000000,2,
211,138,Герметик BIRKOSIT Dichrungskitt,1.0000000,541.2844000,0.0000000,17,131
212,138,"Size: 30"" (Size: 750mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",2.0000000,112.6971000,0.0000000,2,131
213,138,"Size: 42"" (Size: 1050mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 SR.B CL300 4.5MM thickness (3.2MM RING) Spiral Wound",2.0000000,186.7562000,0.0000000,2,131
214,1989,"[VL8SCBNH02] Size 1"" (size-25mm) GLOBE VALVE FEML CS A105 13CR/HF (CoCr) TRIM CL 800 SWE RP DISC BB OS&Y- RS API-602 B16.11HW",1.0000000,0.0000000,0.0000000,2,2195
215,829,CH4 Methane,1.0000000,0.0000000,0.0000000,20,2197
216,828,CH4 Methane ,1.0000000,0.0000000,0.0000000,20,2199
217,826,CH4 Methane,1.0000000,0.0000000,0.0000000,20,2202
218,826,Transmitter Plate,1.0000000,0.0000000,0.0000000,2,
219,824,1.8N Sulfuric acidf (H2S04),1.0000000,0.0000000,0.0000000,20,965
220,824,1.2 N Sodium hydroxide (NaOH) ,1.0000000,0.0000000,0.0000000,20,965
221,824,TOC Standard solution 1300 ppm,1.0000000,0.0000000,0.0000000,20,965
222,728,"Азот (N2) 6.0 (99,9999%) в баллоне 50л 200бар, соединение G3/4(DIN 9)",1.0000000,627.8583000,0.0000000,2,2204
223,728,Span Calibration balloon,1.0000000,0.0000000,0.0000000,21,2204
224,1990,CH4 Methane,1.0000000,0.0000000,0.0000000,20,2206
225,736,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,0.0000000,2,
226,2000,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.5960000,38.0000000,2,2241
227,2000,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,2241
228,2000,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,2241
229,2000,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,2241
230,2000,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,2241
231,2000,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,2241
232,2001,"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",1.0000000,251.5460000,1.0000000,2,
233,2006,Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,10.0000000,0.1000000,10.0000000,15,2301
234,2006,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.5960000,38.0000000,2,2301
235,2006,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,2301
236,2006,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,2301
237,2006,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,2301
238,2006,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,2301
239,2006,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,2301
240,158,Филтрь поз. 135-SP-TS0401 воздуховки 135-CB-002,1.0000000,1840.0000000,0.0000000,2,282
241,58,130-PC-005A/B/ TSP 6X4-16/ Mechanical SEAL,1.0000000,21878.1000000,0.0000000,8,
242,462,6 MONTH COMMISSIONING PARTS: FILTER GASKET FOR OIL FILTER (135-XP-003-XF-62A/B) (S.688-18 OF 18),1.0000000,0.0000000,0.0000000,2,
243,2033,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,2355
244,2033,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.1314000,38.0000000,2,2354
245,2033,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,2355
246,2010,"Паста для притирки (разм 2000, 100гр)/ Pasta for grinding",1.0000000,14.9542000,1.0000000,2,2378
247,2010,"Паста для притирки (разм 1200, 100гр)/ Pasta for grinding",1.0000000,14.9542000,1.0000000,2,2378
248,2033,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,2355
249,2033,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,2355
250,2033,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,2355
251,2012,"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",1.0000000,251.5460000,1.0000000,2,
252,1999,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,
253,2012,"Силиконовый компаунд MOLYKOTE 111 / Стойкий к озону, ультра-фиолетовому излучению и экстримальным температурам, Масло- и бензостойкий, Высокая термостойкость (до +315°С)",1.0000000,27.2847000,1.0000000,17,
254,2072,"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",1.0000000,251.5460000,1.0000000,2,2418
255,1993,Смазка пластичная универсальная WD-40 400 ml,1.0000000,6.7076000,0.0000000,2,2211
256,2073,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,
257,2073,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,
258,2073,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,
259,2073,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,
260,2073,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,
261,1886,steam tracing,5.0000000,0.0000000,0.0000000,12,2447
262,835,"Electrode LINCOLN Electric / Электрод Pinnacle Alloys ER70S-3 3/32x36""TIG 140lbs",0.5000000,0.0000000,0.0000000,17,
263,835,"Аргон газообразный, чистый LAR 5.0",0.2000000,5.3408000,0.0000000,23,
265,852,"Electrode LINCOLN Electric / Электрод Pinnacle Alloys ER70S-3 3/32x36""TIG 140lbs",0.5000000,0.0000000,0.0000000,17,
266,852,"Аргон газообразный, чистый LAR 5.0",0.2000000,5.3408000,0.0000000,23,
267,1959,Паронит маслобензостойкий Давление: 10Мпа Температура: 490 СТолщина: 3 мм Размер: 2м х 1.25м/Pressure: 10 Mpa,25.0000000,0.0000000,25.0000000,17,
268,2121,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,1.0000000,2,2541
269,2121,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,381.5054000,2.0000000,2,2541
270,2121,"70483729 - O-ring D=81,92 x 5,33 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,750.2857000,2.0000000,2,2541
271,2121,"70483730 - Quanding 53,64 x 2,62 mm, Kalrez 6375 / Кводринг",4.0000000,358.0224000,4.0000000,2,2541
272,2121,"70483724 - O-ring D=31,34 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",2.0000000,166.7864000,2.0000000,2,2541
273,2121,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",38.0000000,88.5960000,38.0000000,2,2540
274,2153,"Electrode LINCOLN Electric / Электрод Pinnacle Alloys ER70S-3 3/32x36""TIG 140lbs",1.0000000,40.0000000,0.0000000,17,
275,2153,"Аргон газообразный, чистый LAR 5.0",0.3000000,5.3408000,0.0000000,23,
276,2153,Cutting disc (Bulgarian) 180mm / mm - Отрезной диск (Болгарка) 180мм,2.0000000,4.0000000,0.0000000,2,
277,2174,Oil Mobil DTE Heavy / Масло,200.0000000,4.1773000,200.0000000,20,2697
278,825,"72459919 - Gasket SW, G 2045 x 1995 mm - CGI CS, / Проклакда Розетка Сварная",1.0000000,1303.9950000,0.0000000,2,
